gene_id,gene_name,pyruvate,glucose,glucose + glutamate,amino acids,glucose + amino acids
BSU28420,ysmA,1001.55890531,254.68270293,,551.98275916,
BSU28350,ysnB,468.01540216,118.29909518,74.53046391,,
BSU28340,ysnF,411.65746223,,,,
BSU29060,ytaG,410.05102791,144.42521232,89.77605511,307.44050429,377.4653378
BSU29540,ytdI,1299.38304323,714.47355381,360.44176877,1384.20167315,
BSU30060,ytfP,139.08463386,90.40651225,,,454.34060651
BSU30700,ytiA,768.32477597,252.73431329,444.73912307,,389.98498714
BSU30690,ytiB,480.16061899,674.67722384,663.93372198,626.92000137,966.06297214
BSU29980,ytjP,1853.48010673,838.19982638,516.88039938,1064.27920622,604.82723329
BSU30660,ytkA,679.20693999,,124.41781913,467.54275,
BSU29970,ytkP,337.90016277,150.05938908,123.80754994,472.01185754,1349.88345802
BSU29850,ytoQ,1346.48955547,838.96234193,378.81733782,587.26995838,515.04607089
BSU29840,ytpP,1661.18136348,,341.23109254,,738.50437529
BSU29830,ytpQ,482.17010116,204.78625241,185.18830036,,1273.1952724
BSU29820,ytpR,1366.63924548,714.86444142,882.57158941,2705.22646558,6613.91038015
BSU29220,ytsJ,4332.63816542,3654.37756696,6766.44287514,4844.82012904,18782.4579988
BSU29640,ytsP,995.38067673,1195.43660707,1015.45242111,2136.16670133,4838.33591922
BSU30310,ytwF,893.14719684,288.27475445,349.29359504,1155.78399975,1375.74420541
BSU29780,ytxG,1300.66482288,138.07621291,182.59994433,404.43806153,492.65607307
BSU29770,ytxH,4711.16317778,1560.00925065,899.36886114,2182.27919989,1451.06275592
BSU29760,ytxJ,2131.24352869,933.29385546,793.42413396,1968.77896557,2827.26720748
BSU29870,ytzB,1051.11486739,276.67073501,184.23457753,431.57275915,391.59705654
BSU31030,yuaE,2671.02525715,1162.83258578,680.95130378,744.86738092,542.59858669
BSU31010,yuaG,2087.97601406,1214.53204243,541.44618313,235.69089631,406.99462053
BSU31540,yufN,2816.42823059,604.37648573,92.85042251,,
BSU31370,yugJ,1895.52136678,1310.03259454,762.61054794,1787.84363283,2537.2146066
BSU32050,yuiE,473.02193395,,,,
BSU31890,yukC,307.78635447,,,76.96381397,421.14788077
BSU31910,yukE,7143.65093783,1775.22611478,7867.36323905,23590.8011508,29990.5640624
BSU31945,yukJ,845.50053664,103.81250189,,,208.97306104
BSU31180,yulE,443.04535885,,,,
BSU31170,yulF,689.51070729,236.76008983,190.08480508,868.05432055,1317.522599
BSU32110,yumC,5518.31641292,5752.70497031,5656.8199168,9972.14016555,22248.9732517
BSU32560,yurK,174.47680221,234.11658164,90.2580814,99.31052914,
BSU32600,yurO,974.00672615,695.6477751,128.33966756,,
BSU32610,yurP,3046.279113,3694.74319456,1327.503704,,
BSU32660,yurT,1261.01881218,366.19717184,95.1700207,776.78376839,1571.37325745
BSU32670,yurU,8906.23234953,4796.65864324,4414.86350749,11320.5994921,18664.5588924
BSU32700,yurX,3663.45057837,3690.38335066,4090.52642375,7108.82371994,16410.8027053
BSU32710,yurY,5102.46937154,3637.90715078,5018.27536439,9447.44735325,19211.248843
BSU32890,yusQ,471.21154485,,,,
BSU32300,yutE,774.9603138,433.34816013,382.48763033,754.41347318,1231.41319998
BSU32220,yutI,6394.69900728,2332.62076989,2127.67808166,6418.18184259,9580.6484151
BSU32200,yutJ,497.03467913,270.96550723,401.68129284,2743.85810908,1488.84808093
BSU32160,yutM,554.76224092,221.8439127,221.84576186,330.38270955,1006.65191628
BSU33530,yvaA,3526.2912306,313.27692343,335.8815329,1479.94973638,471.95045838
BSU33620,yvaK,619.71701415,324.62604984,417.93496967,923.14562687,1401.91153545
BSU33880,yvbJ,1129.86007336,296.3056019,290.64501925,1216.77031208,1219.82092561
BSU34850,yvcA,183.02206918,,62.77758307,235.7957766,
BSU34770,yvcJ,440.9010661,208.37806229,371.86359918,404.63996468,992.81118917
BSU34700,yvcR,126.06711959,,32.05824967,96.27199158,
BSU34680,yvcT,2059.53735439,716.03229418,415.07527908,1583.69548695,1065.53061191
BSU33400,yvgN,3997.24644805,3943.02766871,2198.43865752,6648.12543471,6190.16363967
BSU35120,yvlB,2076.81818118,1148.04625712,437.12776474,556.27157546,1374.81457135
BSU34970,yvoE,401.10190197,396.79572745,257.72347207,584.48580143,827.78624176
BSU33180,yvrC,269.57619809,,91.07534618,490.5096075,1117.65578976
BSU33190,yvrD,188.48596765,108.35251653,123.62539775,389.27827857,707.87516924
BSU33200,yvrE,474.36673125,,,425.83105226,
BSU33221,yvrHb,562.23064492,267.31786662,260.82978678,459.37204197,879.98082211
BSU33280,yvrP,1076.78451876,503.55089634,531.94456273,457.61922627,715.31235747
BSU35310,yvyD,2675.85091484,2138.42750596,1428.92772799,3360.63442124,1744.39469621
BSU38550,ywaA,2278.62885897,1220.27850343,2209.43765454,1733.25630165,3243.70618638
BSU38370,ywbC,454.71574937,229.18136596,290.33987278,,
BSU38270,ywbM,1259.11169976,1047.48046082,1125.39786592,2112.56494525,2287.30888303
BSU37980,ywdF,313.3739031,137.40315757,131.05237827,445.88528485,668.68836086
BSU37680,ywfH,3058.70003574,1569.09946914,602.84811038,562.66786744,266.36805754
BSU37550,ywhA,1652.52025101,142.33090223,153.76572512,314.71346449,
BSU37220,ywjB,340.54940904,531.61813732,191.63249774,,
BSU37110,ywjH,14313.8853109,9591.28106585,8500.76610559,25812.7847381,25323.9550776
BSU36560,ywnH,670.51231159,158.38478381,135.1801424,445.31783667,537.03024886
BSU36180,ywqK,252.49166323,,,,
BSU35990,ywrO,1798.67230331,756.55138171,542.63060265,721.5460939,1251.63434398
BSU35980,ywsA,167.55280729,71.79815973,,71.91227112,
BSU35850,ywtE,659.94636545,335.25194543,490.96848025,1106.32234027,1467.22366993
BSU39900,yxbA,2429.09840317,2437.64890034,269.64560712,,
BSU39880,yxbC,7385.66787674,3097.05191153,484.24874693,,
BSU39870,yxbD,448.84851275,343.14986337,,,
BSU39610,yxeB,1342.8173452,1872.80811628,1431.09172396,2716.32048432,2824.6275492
BSU39520,yxeK,364.26826632,158.24854855,162.85153077,,1013.55951591
BSU39120,yxiM,1294.39205421,,,,1595.27104225
BSU38960,yxjG,3212.9861992,3970.32442232,6638.05193909,1290.16093326,919.94027738
BSU38950,yxjH,1017.139509,2345.42845869,2891.51267559,548.38782304,477.58604244
BSU38850,yxkC,3731.00299141,3552.05695582,6092.67279375,8950.2380772,21965.074168
BSU39910,yxnB,828.06174428,605.45556438,,,
BSU39290,yxxD,804.49154421,587.29940533,391.37942609,837.80183834,1442.60861994
BSU39220,yxxG,552.818691,2912.04992796,926.28999365,1270.87637974,3484.79073875
BSU40920,yyaF,992.38819905,1515.21854327,3366.7184775,3274.22734953,7506.30582852
BSU40620,yybJ,220.5759053,299.62853248,694.87318537,501.891667,2224.01015871
BSU40250,yycR,404.17899393,61.73624135,,,
BSU40220,yydB,691.64493067,329.57658951,316.89820709,466.78638908,670.88658697
BSU40200,yydD,651.28425436,173.2462113,207.51029457,339.99138944,716.21612733
BSU23850,zwf,4241.72838285,2681.21557047,2274.11344751,3600.71465883,6908.72695351
BSU24350,accB,,2235.25046274,2113.92987836,2236.55516471,4794.03183303
BSU10630,addA,,147.15237766,100.07115824,,890.36112439
BSU31400,alaT,,143.26749727,275.63787645,359.61794599,1112.19785272
BSU23580,ansA,,68.65150977,51.86099895,998.04399095,4791.46244905
BSU11190,argC,,419.49874007,451.66945012,,
BSU11200,argJ,,666.62785584,1210.76716122,1929.49926756,
BSU30540,asnB,,288.95693219,758.1689235,3794.13178427,7174.62199766
BSU39920,asnH,,205.6029277,,,
BSU37720,bacC,,884.81147698,,,
BSU32010,besA,,456.49759143,518.27877657,,210.39849762
BSU39260,bglH,,41.11022665,,,
BSU30210,bioD,,252.36941425,208.57158827,1050.91808335,1378.44182095
BSU30220,bioF,,116.12712747,152.40111951,,838.29506911
BSU30190,bioI,,224.34692766,231.66782778,1101.56088026,2850.67225924
BSU30240,bioW,,167.15162239,255.21196146,501.40671199,1427.84611953
BSU24050,bkdAA,,366.30400581,280.64287977,931.67012009,2060.96931834
BSU24040,bkdAB,,271.82233885,119.30137551,2302.54866616,2940.01240754
BSU24070,buk,,109.24657078,190.30744289,733.3837683,590.29419471
BSU11240,carB,,157.17027093,831.97594498,633.10021978,299.68668427
BSU14140,ccpC,,78.91219354,,100.64591427,219.83225967
BSU16420,cheB,,91.7513426,85.84351511,,193.14745842
BSU16450,cheC,,151.89777642,177.02113592,,
BSU22720,cheR,,127.97108511,393.39995595,301.88578698,812.96899662
BSU16330,cheY,,1164.23992136,1265.81918248,2117.02263682,2738.53526424
BSU10420,comK,,48.79662974,244.15448796,,
BSU15780,cpgA,,169.97505156,107.31622962,264.60748029,303.72229226
BSU25140,cshB,,140.5174406,188.22292473,526.19333701,1094.97306548
BSU09100,cspB,,1570.70437907,455.90165049,,15612.3552982
BSU05120,cspC,,526.02634663,856.03224794,1354.66557392,4598.50709476
BSU21930,cspD,,5134.77743911,6480.11939898,13747.8449633,25036.026057
BSU08930,cspR,,123.725194,218.21040079,,1773.86573365
BSU34800,cwlO,,207.24991924,747.10622739,199.96031157,358.99956802
BSU16760,dapG,,329.47641668,1136.80970074,1108.28885781,3321.21455995
BSU39110,deaD,,95.98273464,,,1269.42434984
BSU35480,degV,,47.91834003,104.32937382,372.74976501,778.25694284
BSU00880,disA,,313.61841604,326.37293755,392.74522091,559.1997211
BSU38500,dltA,,1022.86132057,1503.19009751,2317.46218886,9502.47254577
BSU38530,dltD,,79.04283891,138.11227535,829.59599254,1395.75775124
BSU25460,dnaJ,,352.51305185,516.39522824,460.52440108,1518.12191658
BSU12920,dppA,,221.63394999,,,
BSU16110,dprA,,57.36276442,324.50286599,,
BSU23500,drm,,373.24592756,176.95387743,646.70881776,1072.0885213
BSU23770,dsdA,,133.71436188,,,
BSU24270,dxs,,103.53605654,,360.5612647,918.63612643
BSU10040,ecsA,,42.85678572,,154.90282146,117.91377422
BSU24450,efp,,649.25332525,3431.79865632,2274.58022485,7659.6941356
BSU12370,exuR,,91.14540253,75.97411984,346.4985894,347.20096719
BSU10170,fabHB,,99.3990134,,,
BSU32830,fadA,,36.63985709,,,
BSU15880,fapR,,84.62186132,,,
BSU01630,feuA,,633.68065805,838.92199984,1500.296092,1321.92278295
BSU33290,fhuC,,86.36234138,87.28647414,,
BSU16400,flhF,,61.39889008,,110.74774451,
BSU36400,flhO,,25.16942219,,,350.59207963
BSU36390,flhP,,26.8268209,,,
BSU16230,fliH,,153.60288647,,266.05189354,
BSU16310,fliM,,126.80722305,274.00404157,,
BSU35320,fliT,,184.42298535,174.8383231,348.54512251,
BSU35380,fliW,,224.48487307,251.45575434,641.61761021,1221.853552
BSU28080,folC,,117.78279746,143.12600209,462.88129911,613.41947388
BSU14400,fruA,,78.48698198,68.17608144,490.49457529,1087.54394163
BSU15950,ftsY,,96.34113022,125.08691792,682.7295358,1439.68880327
BSU06310,gabP,,177.98453326,,,
BSU02350,gamP,,32.67080118,96.18370431,553.2767224,360.90888235
BSU05940,gcp,,77.7359935,113.72695213,255.0533594,894.02653915
BSU24570,gcvT,,1262.18022237,673.31217887,1521.26112927,905.77240804
BSU41010,gidA,,247.91326155,334.95060144,813.43215895,2832.93001466
BSU09300,glpD,,215.4556811,,636.11961216,
BSU18460,gltC,,43.14781721,73.14069568,,448.28736112
BSU40080,gntZ,,51.81459955,301.39366642,1280.06554181,3984.77610904
BSU22830,gpsA,,164.61759448,352.9183922,809.31681771,2573.13483017
BSU32130,guaC,,143.19583091,75.78005021,178.0695149,1891.10741788
BSU22960,gudB,,239.07150938,1067.79985153,6564.51430991,1372.42810923
BSU10120,hemE,,180.27670373,168.95392162,652.58668401,1252.707646
BSU22760,hepS,,357.55370128,36.36396555,958.08771333,646.0763854
BSU34930,hisZ,,469.79433828,1159.56327547,,
BSU13040,hmp,,26.56698234,,345.73777834,2615.5545891
BSU39670,iolJ,,72.14475712,,256.84889317,
BSU18380,iseA,,187.51578724,,,
BSU16550,ispC,,28.48691574,,,1871.87094358
BSU25070,ispG,,393.44877222,681.57676587,1313.42427511,3113.81662233
BSU25160,ispH,,174.84534837,210.43205752,432.88979186,800.30705014
BSU31460,kapB,,54.24549172,101.24888695,,321.68626575
BSU22140,kduD,,265.62998248,,,
BSU34130,lacA,,1328.99321014,1443.35066045,,
BSU03050,ldh,,948.80434112,285.37067018,,4021.24397935
BSU25510,lepA,,313.30680624,342.47776486,690.91821223,2186.62662644
BSU34990,lgt,,139.30934449,193.38713207,391.46413609,610.47236004
BSU28200,lonA,,125.26935099,222.14951379,660.35327303,1007.57769907
BSU35620,lytC,,435.88782917,114.33305696,,
BSU31120,lytG,,98.35559609,101.52620475,,214.02988158
BSU28050,maf,,199.76272396,509.12354043,,651.23222163
BSU31530,malR,,138.87917956,185.39354825,,
BSU27250,mccB,,163.92831109,111.48979407,,857.29172969
BSU00850,mcsB,,141.91380897,111.88201194,,
BSU11520,mecA,,53.00415523,,,
BSU30780,menC,,215.03749214,,,
BSU32750,metN,,190.50721843,424.44985223,446.76747257,1528.07529141
BSU00550,mfd,,102.68221968,227.96910545,611.2545835,728.21502133
BSU22480,mgsA,,337.86137562,246.56571174,721.50520702,915.9649897
BSU12870,mhqA,,182.77851451,,,
BSU28000,minC,,94.80565733,109.10685737,,
BSU16710,mlpA,,266.20944653,319.53788931,547.58739632,3211.49285436
BSU35660,mnaA,,57.96366873,84.19278448,230.66041208,755.15540761
BSU30770,mntA,,95.74645969,,,
BSU29460,moaB,,112.27251559,,,577.39626476
BSU15140,mraW,,168.5763976,351.56329886,815.0422868,2238.37275266
BSU32990,mrgA,,187.18093403,287.1593511,826.25111835,990.80173046
BSU21680,msrB,,308.85820622,,,
BSU03990,mtlD,,31.72789346,,,
BSU13610,mtnB,,457.01856406,370.55807046,,
BSU13580,mtnE,,330.48578314,400.42568374,287.24379822,747.36404148
BSU22770,mtrB,,330.8998763,321.09445266,599.21872273,1058.36766121
BSU36760,murAA,,373.84234926,1065.75983925,4002.97954745,8225.22073503
BSU29790,murC,,847.73624597,857.40051972,1725.7695524,4767.52264275
BSU04570,murF,,547.38636046,576.59926762,914.32960219,2145.62972959
BSU15220,murG,,81.99882097,164.8551951,627.48073363,1636.92216467
BSU30630,mutTA,,146.24934056,71.23264964,,
BSU27870,nadB,,67.94784254,136.84534687,378.43037091,
BSU11610,nadF,,87.66133532,125.60454029,405.38976741,354.39886647
BSU27890,nadR,,240.32503175,134.59865246,,998.28424015
BSU35010,nagA,,280.65217305,,,
BSU05440,nap,,97.93050077,72.60173462,,
BSU38110,nfrA,,222.03577261,79.17668764,,740.47750949
BSU27880,nifS,,362.74951401,355.03982336,798.9091588,1154.04373735
BSU29590,nifZ,,55.23529648,,,
BSU07630,nos,,18.3651796,74.83726307,,
BSU20060,nrdEB,,167.34017242,,462.64773463,1571.92061593
BSU09380,nsrR,,122.47937749,83.62837274,,270.40917853
BSU10550,ntdA,,613.51764731,109.1167291,,3270.48626712
BSU10560,ntdR,,103.18572642,,,
BSU27920,obg,,405.54986196,795.16787375,980.92692422,4026.39588754
BSU13140,ohrA,,205.02193492,265.19066111,,652.11967191
BSU13150,ohrR,,133.38835445,,,
BSU11460,oppD,,137.95375233,110.52284673,1235.11024754,893.11849419
BSU33240,oxdC,,192.50476063,,,
BSU00750,pabA,,623.91278174,309.8301357,754.30969149,2050.95449676
BSU00740,pabB,,129.26884788,245.62074166,381.49583722,935.75560892
BSU34400,padC,,49.47386407,67.21957061,,271.52436781
BSU18100,parC,,67.01949813,79.76114375,,394.58854507
BSU31490,pbpD,,78.84551508,164.03467958,314.75240784,1169.64796686
BSU16950,pbpX,,491.25323153,81.81506523,,
BSU06610,pcrA,,113.89963469,109.77625911,250.32829277,858.8613247
BSU39400,pdp,,590.24512473,313.78233274,2604.3734419,2662.42882359
BSU25340,phoH,,59.84659022,69.66992372,282.03481553,576.01010952
BSU17100,pksC,,100.45680296,,,
BSU17110,pksD,,87.66596771,,,
BSU17150,pksG,,103.26067935,,,
BSU17230,pksS,,89.3755184,145.99938743,463.23000814,
BSU15890,plsX,,237.26591908,264.78198921,743.10641357,1449.35252465
BSU29090,polA,,316.00710969,97.18979705,436.28296393,996.58050117
BSU28590,polX,,199.49622831,178.68380424,539.72068272,809.4608489
BSU08970,prkA,,34.33320143,,,
BSU11630,prpE,,57.66971333,,,
BSU24960,pstBA,,15.78045358,,,
BSU13890,ptsG,,1130.21627887,1363.72526615,,16948.4380971
BSU13900,ptsH,,352.48583458,754.95595116,,732.94169433
BSU06510,purN,,146.34094692,317.80497769,,1495.89945023
BSU00470,purR,,300.78902909,325.61643399,250.27711734,1382.9104742
BSU15530,pyrK,,201.29289538,264.73843178,1095.52306553,1809.40714132
BSU38160,qoxB,,88.76213118,210.96837891,1475.49354545,5600.22967416
BSU27720,queA,,154.43131887,204.09204973,394.93373039,1580.72457383
BSU13720,queC,,158.042018,114.37549519,468.56477042,1288.03973782
BSU13750,queF,,303.38049986,358.88079738,913.42885353,3087.96572894
BSU34430,racX,,441.56454673,215.83328229,,
BSU37460,rapF,,117.62531522,181.92285912,,
BSU16560,rasP,,23.71562707,,,540.4071821
BSU16650,rbfA,,170.57342632,269.55709404,,1782.71631389
BSU16050,rbgA,,94.44522142,176.12086347,567.72131259,2406.94844722
BSU27600,relA,,244.47476417,330.92761801,572.82963512,1063.95354187
BSU15670,remA,,279.68678824,300.46778091,,516.79225863
BSU23150,resA,,118.86378344,,213.31677925,645.02278593
BSU23130,resC,,53.91310217,,289.4495677,
BSU23260,ribA,,198.80901452,340.51261451,946.71070125,2607.34102649
BSU16670,ribC,,135.7057668,106.62135901,,1023.29848459
BSU23160,rluB,,216.31638707,,,704.35652589
BSU15930,rnc,,313.63452832,193.99045916,604.66070031,
BSU23840,rnz,,54.91025477,,,519.05119209
BSU40320,rocF,,126.00727568,82.49802213,13788.7576688,650.61034722
BSU15790,rpe,,81.65824893,111.0317327,184.36259716,539.02933878
BSU01260,rplN,,1249.15765445,1223.28709643,1959.48128659,12734.3399129
BSU01230,rplP,,3199.17048175,7310.45259409,8662.00007877,10130.7063193
BSU01210,rplV,,3908.08817157,4276.27731066,4954.4139437,16228.808311
BSU01180,rplW,,1295.24041804,3874.26041574,9681.46330417,19116.8969615
BSU01270,rplX,,371.7454474,1772.75423436,,9171.01129513
BSU01100,rpsL,,841.33078406,1411.00206888,609.15509432,4285.2635067
BSU01250,rpsQ,,909.26522719,1824.80660945,,14463.724527
BSU40890,rpsR,,2064.5837197,2653.33823239,4828.26411544,18111.6579881
BSU01200,rpsS,,1821.09239702,1860.16368775,4745.4366935,7248.0441325
BSU25550,rpsT,,2051.62554573,2737.72407097,3387.73326568,21445.7510054
BSU25410,rpsU,,212.45881929,938.72158194,2026.95136062,5348.41044528
BSU19450,rsbRC,,38.27540427,,,240.31293537
BSU04690,rsbT,,197.47960508,184.35514777,359.15212854,875.50987917
BSU04700,rsbU,,139.20988477,,634.25675964,
BSU23090,rsiX,,107.50843877,84.75073148,90.10914274,131.39558275
BSU41000,rsmG,,156.06854738,217.05268414,,996.41078431
BSU10640,sbcD,,46.38662847,,,
BSU15860,sdaAA,,90.93515962,113.74949497,723.7292635,1536.25231621
BSU33750,sdpA,,257.83244117,253.36883397,,
BSU15390,sepF,,437.08823843,201.49207324,837.26588786,
BSU04730,sigB,,51.80981567,65.40557142,,210.60977369
BSU23100,sigX,,155.55167319,,,389.66846581
BSU23310,sipS,,128.89241135,157.03085204,363.3071088,3158.65910746
BSU16980,spoVS,,822.29675679,286.50867446,1590.60450937,528.37351728
BSU03520,srfAD,,1860.82155791,1842.01950047,503.47885127,974.16254466
BSU36310,ssbB,,143.56758704,513.81031984,,
BSU35750,tagA,,67.18733043,,,
BSU35740,tagD,,604.42065305,591.87665665,2214.58278179,4840.19829192
BSU35730,tagE,,63.98978359,127.93154826,345.93832221,1019.3156972
BSU35710,tagG,,58.72471172,91.98565626,279.78515804,651.74269817
BSU11660,tenI,,153.47019753,183.60604649,515.09849486,1440.2265923
BSU41020,thdF,,179.95309249,164.74778114,506.51360875,1065.86664606
BSU13240,thiU,,257.25524094,239.14768265,744.52370393,2309.37402359
BSU13230,thiV,,360.27894908,438.22074273,,1889.93454043
BSU32240,thrB,,308.1721479,397.0351503,,282.7235088
BSU17680,thyA,,102.82176636,97.80728055,431.25705835,411.98879984
BSU31250,tlpA,,127.88854567,273.60925212,222.09627989,184.76153382
BSU31230,tlpB,,35.68105087,48.08486874,77.46609244,117.26728637
BSU27500,trmU,,163.63768682,151.45401534,304.05858174,862.40515628
BSU22630,trpA,,107.70561234,262.51185896,655.98758453,2599.8594071
BSU22660,trpC,,103.00237507,84.60766102,195.40416731,921.73000732
BSU22670,trpD,,124.7031637,106.39643757,259.46814924,1166.50983222
BSU22680,trpE,,126.19817572,155.73270261,462.11999644,2130.24958006
BSU35590,tuaC,,206.3491273,285.659817,,
BSU22610,tyrA,,161.21576206,283.04678404,557.71654107,1298.76553677
BSU36640,ureC,,178.27603059,,,
BSU35160,uvrA,,211.69015785,98.91571356,,
BSU40410,walR,,176.36160791,112.28915053,,1125.29280758
BSU00030,yaaA,,128.89497256,97.01954429,655.62311636,498.10421741
BSU00320,yaaT,,116.19730235,157.59316233,171.96775387,424.44684934
BSU00390,yabD,,109.14079706,344.87911464,617.36504828,932.15473059
BSU00480,yabJ,,1659.23528033,1680.89308075,2014.55106225,4866.453883
BSU00710,yacC,,262.8345134,253.72228366,727.93869329,1280.30493136
BSU00890,yacL,,106.37495413,116.45113674,,
BSU00960,yacO,,192.07804809,181.45344512,690.51265444,1280.92168392
BSU01750,ybbP,,60.2464466,60.1456519,239.4262373,264.92726724
BSU02520,ycbJ,,281.5063325,,,
BSU02770,yccK,,26.31860094,17.00467364,,
BSU02850,ycdH,,221.97022182,237.87013898,,
BSU02930,yceG,,156.05229973,66.28230243,,377.66073404
BSU03170,ycgK,,20.86545169,,,
BSU03360,yciC,,447.68088917,336.76735794,,
BSU04210,ydaF,,126.45723512,27.69907442,,
BSU04410,ydbB,,187.34187382,178.14832936,,
BSU04490,ydbJ,,66.76689009,54.63208569,199.30333835,542.0779411
BSU04520,ydbM,,81.69103697,,,
BSU05260,ydeN,,77.2115859,101.97532275,,
BSU05600,ydgE,,94.74718918,,,
BSU05750,ydhG,,178.07877581,,451.31889345,
BSU05910,ydiB,,268.89267376,403.09847594,379.91215795,991.63587648
BSU06060,ydiO,,80.93275104,186.51515704,345.27134933,935.99386942
BSU06100,ydiS,,210.87502578,181.9771366,571.68995623,589.29263075
BSU06200,ydjH,,42.36840292,50.52773743,72.87402987,175.58474036
BSU06270,ydjO,,783.56829642,492.91323861,1181.23347419,2402.65871678
BSU06280,ydjP,,1028.75503966,,484.34093505,
BSU06330,yeaC,,101.34096125,168.09878772,167.79042336,629.00940092
BSU06580,yerC,,1286.24723253,765.48235565,1790.75638499,2146.55403936
BSU06630,yerH,,113.32019681,176.8466473,361.17546463,766.72275754
BSU07150,yetG,,654.78445535,,,
BSU07160,yetH,,202.59638657,,,
BSU06860,yezE,,53.88622496,86.68644263,72.56388816,
BSU08530,yfhH,,401.54277175,117.14542474,371.60054725,1296.24942011
BSU08630,yfhQ,,52.49467757,,,
BSU08640,yfhS,,34.2081655,,,
BSU08390,yfiT,,206.360642,303.7195149,991.77777601,1086.27165137
BSU08030,yfjN,,46.39905055,,,
BSU08020,yfjO,,25.84111303,,101.11470667,568.07307337
BSU08000,yfjQ,,90.00968204,,385.79886715,1207.90902607
BSU07990,yfjR,,247.73856156,246.98137457,,
BSU07830,yfkO,,291.72556839,204.08846915,638.47232871,1546.18657965
BSU07650,yflK,,157.69595896,179.63637466,185.66275215,373.99863456
BSU07440,yfmK,,40.94598183,,,
BSU07260,yfnI,,64.57105088,94.91644275,,504.24383171
BSU08720,ygaF,,465.263042,,787.10905941,1159.75372395
BSU08750,ygxA,,141.93425192,226.66146681,,720.49085467
BSU08980,yhbH,,24.42693348,,,
BSU09110,yhcJ,,55.84719732,,,
BSU09510,yhdL,,111.03858668,,,404.44396772
BSU10200,yhfE,,248.78133483,,,
BSU10240,yhfI,,260.60592047,449.5363857,653.28430192,
BSU10250,yhfJ,,149.66704008,215.07661035,286.97635198,844.24548257
BSU10350,yhfS,,115.43618416,77.07253422,,414.43904846
BSU10100,yhgC,,727.25508707,413.56161444,1159.68941349,1396.08118179
BSU08900,yhzB,,41.66125494,75.13962011,,
BSU10810,yisP,,37.04709095,25.10760176,,
BSU10830,yisR,,41.74767359,,,
BSU10860,yisT,,76.77987236,,,
BSU10990,yitH,,116.63424893,,190.07992515,
BSU11010,yitJ,,893.92030676,1142.06100099,,
BSU11030,yitL,,163.26744372,97.98761082,236.019605,1173.06121414
BSU11580,yjbK,,29.91437543,,,
BSU11840,yjcF,,351.91004417,184.76479762,,201.53151526
BSU11860,yjcH,,182.10745132,275.12095717,505.49956427,257.55199795
BSU11980,yjdA,,101.77512403,100.5238568,,394.22642708
BSU12220,yjiC,,100.83424952,,,
BSU12420,yjoB,,57.88828145,,289.59156337,482.88725225
BSU13030,ykhA,,291.43240957,544.66621253,,685.01209304
BSU14360,yknY,,399.45685727,,,
BSU14500,ykqA,,79.68397329,101.63323604,,262.97498603
BSU14560,ykrB,,580.41558817,682.90779013,735.12441586,1440.65772188
BSU14190,ykuR,,274.44795145,281.84551056,636.85846836,781.46805407
BSU14220,ykuU,,723.76548776,346.8719272,,
BSU13860,ykvY,,259.43681794,155.66943944,498.125234,1260.95295868
BSU14840,ylaN,,492.85811213,488.60387547,1300.02501403,1496.55258341
BSU15340,ylmA,,99.24913009,84.63437602,,
BSU15370,ylmD,,168.83439708,130.09517696,,856.50978432
BSU15380,ylmE,,450.28988829,224.19176238,,
BSU15660,yloC,,155.54337852,56.20677786,,715.40626856
BSU15740,yloM,,386.8965754,143.34642466,,391.14823658
BSU15800,yloS,,184.57881206,,,
BSU16260,ylxF,,131.4784636,,,
BSU16590,ylxS,,253.76288763,262.25289715,442.17312796,1776.68533212
BSU15460,ylyB,,227.93836785,305.20772335,678.24010955,1642.40853072
BSU17320,ymaF,,52.09241847,,,
BSU17010,ymcB,,281.9362368,316.09642218,691.29395619,3370.60521105
BSU17940,yneI,,86.24511965,246.73923586,,
BSU18930,yobH,,257.65271634,,,
BSU18990,yobK,,212.27857504,308.40521666,,
BSU19010,yobM,,174.00477987,,,
BSU19170,yocD,,384.84670357,452.68311011,,
BSU19580,yodF,,445.46061086,329.88559107,807.38259455,1526.03085437
BSU19470,yojF,,92.90698914,,,
BSU19460,yojG,,381.19228542,226.9507975,223.91672896,809.23020263
BSU19420,yojK,,115.70872634,,,
BSU21660,yokA,,154.17238753,454.73118203,,
BSU21630,yokD,,270.68504949,75.1071161,,158.64772656
BSU21620,yokE,,118.71245231,128.19246333,,
BSU21580,yokI,,163.1413047,,,
BSU21550,yokL,,60.61572492,,,
BSU21330,yomK,,293.73924541,,,
BSU20870,yopJ,,172.7151862,113.19813349,273.96575071,340.68623752
BSU20790,yopR,,89.55062455,,186.48667181,
BSU20430,yorC,,42.04830654,,,
BSU20020,yosS,,183.58632812,127.65007117,368.04807643,
BSU18360,yoxA,,186.9829416,,,
BSU18870,yozI,,241.74232256,81.04992563,,
BSU22020,ypbS,,459.3878909,404.71517102,,
BSU22010,ypcP,,33.82219194,103.42421844,,519.63329601
BSU22950,ypdA,,263.52751187,184.81473238,470.73843676,966.82833274
BSU22840,yphC,,225.00076793,279.51798816,935.01209768,2967.06888293
BSU22590,ypiA,,183.80459424,138.76503846,1208.10080238,598.11563687
BSU22580,ypiB,,184.45136083,,,
BSU22270,yppE,,23.96521676,,,
BSU22170,ypsC,,78.52837259,94.62743124,380.49511148,1012.42557585
